No.,Name,Location,Hectares,bandNumber,bandName,address
7354,LYTTON 33,"KAMLOOPS DIST SEC 7 TWP 17 RGE 27, SEC 12 TWP 17 RGE 28 W6M 1 MILE WEST OF THE FRASER RIVER ON SIWHE CREEK",131.9,705,Lytton,"PO BOX 20, LYTTON, BC, V0K 1Z0"
7309,LYTTON 3A,"KAMLOOPS DISTRICT SECTION 16, TP.16,R.27,W.6M, ON LEFT BANK OF THE FRASER RIVER 9 MILES NORTH OF LYTTON",45.0,705,Lytton,"PO BOX 20, LYTTON, BC, V0K 1Z0"
7311,LYTTON 4A,"KAMLOOPS DIST. ON S. BANK OF THE INTLPAM CREEK, SOUTHWEST OF AND ADJOINING NICKEL PALM I.R. NO. 4",154.9,705,Lytton,"PO BOX 20, LYTTON, BC, V0K 1Z0"
7312,LYTTON 4B,"KAMLOOPS DISTRICT IN SECS.13 & 24, TP.17,R.28, W.6M, BETWEEN NORTH AND SOUTH SORKS OF THE INTLPAM CREEK",54.8,705,Lytton,"PO BOX 20, LYTTON, BC, V0K 1Z0"
7313,LYTTON 4C,"KAMLOOPS DIST IN SEC 19,TP17,R27,W.6M N. BANK OF THE INTLPAM CREEK WEST OF AND ADJOINING NICKEL PALM I.R. NO. 4",25.3,705,Lytton,"PO BOX 20, LYTTON, BC, V0K 1Z0"
7314,LYTTON 4D,"KAMLOOPS DISTRICT IN SECTION 25, TP.17,R.28,W.6M, HALF MILE WEST OF THE FRASER RIVER",48.6,705,Lytton,"PO BOX 20, LYTTON, BC, V0K 1Z0"
7315,LYTTON 4E,"KAMLOOPS DISTRICT IN SECTIONS 7&18, TP.17, R.27, SECTION 12 TP.17, R.28, W.6M 1/4 MILE WEST OF FRASER RIVER",89.0,705,Lytton,"PO BOX 20, LYTTON, BC, V0K 1Z0"
7316,LYTTON 4F,"KAMLOOPS DISTRICT IN S.W. 1/4 SEC. 8,TP.17,R.27,W.6M ON RIGHT BANKFRASER RVR 1 MILE S. OF MOUTH OF SIWHE CREEK",29.7,705,Lytton,"PO BOX 20, LYTTON, BC, V0K 1Z0"
7318,LYTTON 5A,"KAMLOOPS DIST SECS.2&11,TP18,R28,W.6M RIGHT BANK OF THE FRASE RIVER NORTHWEST OF AND ADJOINING SEAH I.R. NO. 5",48.6,705,Lytton,"PO BOX 20, LYTTON, BC, V0K 1Z0"
7325,LYTTON 9A,"KAMLOOPS DIST. IN SECS 27,28,33,34,TP15,R.27, SEC. 4,TP.16, R.27,W.6M RIGHT BANK OF FRASER RVR 6 MLS N. OF LYTTON",159.8,705,Lytton,"PO BOX 20, LYTTON, BC, V0K 1Z0"
7326,LYTTON 9B,"KAMLOOPS DIST IN SECS 14,22,&23, TP.15,R.27,W.6M WEST OF THE FRASER RIVER, SOUTH OF AND ADJOINING STRYEN I.R. NO. 9",71.4,705,Lytton,"PO BOX 20, LYTTON, BC, V0K 1Z0"
7350,LYTTON NO. 27B,"KAMLOOPS DISTRICT SEC 1, 11 & 12 TWP 15 RGE 27 W6M 1 MILE NORTHWEST OF LYTTON",24.6,705,Lytton,"PO BOX 20, LYTTON, BC, V0K 1Z0"
7323,MAKA 8,"KAMLOOPS DISTRICT IN SECTION 17, TP.15,R.26,W.6M 1/4 MILE WEST OF THOMPSON RIVER, 2 MILES NORTHEAST OF LYTTON",3.2,705,Lytton,"PO BOX 20, LYTTON, BC, V0K 1Z0"
7304,NANANAHOUT 1,"KAMLOOPS DISTRICT SEC. 7,8,17,18,19,20, TP.17,R.26, W.6M, AT NORTH END OF PASULKO LAKE",312.8,705,Lytton,"PO BOX 20, LYTTON, BC, V0K 1Z0"
7319,NESIKEP 6,"LILLOORT DIST IN SECS. 15&22, TP.18,R.28,W.6M ON BOTH BANKS OF THE FRASER RIVER, 12 MILES SOUTH OF LILLOOET",312.8,705,Lytton,"PO BOX 20, LYTTON, BC, V0K 1Z0"
7320,NESIKEP 6A,LILLOOEY DISTRICT LOT 5357 ON LEFT BANK OF THE FRASER NORTH OF AND ADJOINING I.R. NO. 6,153.4,705,Lytton,"PO BOX 20, LYTTON, BC, V0K 1Z0"
9668,NGWYU'YEMC 36,,116.7,705,Lytton,"PO BOX 20, LYTTON, BC, V0K 1Z0"
7310,NICKEL PALM 4,"KAMLOOPS DISTRICT SECTION 19, TP17, R27,W.6M ON RIGHT BANK OF THE FRASER RIVER AT MOUTH OF INTLPAM CREEK",45.0,705,Lytton,"PO BOX 20, LYTTON, BC, V0K 1Z0"
7345,NICKEYEAH 25,"KAMLOOPS DISTRICT IN SECTIONS 26&35, TP.14,R.27,W.6M, ON RIGHT BANK OF THE FRASER RIVER 2 MILES SOUTH OF LYTTON",74.3,705,Lytton,"PO BOX 20, LYTTON, BC, V0K 1Z0"
7327,NKAIH 10,"KAMLOOPS DISTRICT IN SECS 4,9,15,&16, TP.16,R.27,W.6M ON RIGHT BANK OF THE FRASER RIVER 8 MILES ABOVE LYTTON",113.7,705,Lytton,"PO BOX 20, LYTTON, BC, V0K 1Z0"
7338,NOCTEN 19,"KAMLOOPS DISTRICT IN SECTION 16, TP15,R.26,W.6M, ON RIGHT BANK OF THOMPSON RIVER 4 MILES NORTHEAST OF LYTTON",1.4,705,Lytton,"PO BOX 20, LYTTON, BC, V0K 1Z0"
7343,NOHOMEEN 23,"KAMLOOPS DISTRICT IN SECS 11&12, TP.15,R.27, W.6M, ON RIGHT BANK OF THE FRASER RIVER 1 MILE NORTH OF LYTTON",13.0,705,Lytton,"PO BOX 20, LYTTON, BC, V0K 1Z0"
7305,NUUAUTIN 2,"KAMLOOPS DIST IN SECS 12 TO 14, TP15,R27,W.6M ON LEFT BANK OF THE FRASER RIVER 2 MILES ABOVE LYTTON",193.0,705,Lytton,"PO BOX 20, LYTTON, BC, V0K 1Z0"
7306,NUUAUTIN 2A,"KAMLOOPS DIST SEC 12,TP15,R27,W.6M ON LEFT BANK OF FRASER RIVER S. OF AND ADJOINING I.R. #2, 1 MILE NORTH OF LYTTON",30.4,705,Lytton,"PO BOX 20, LYTTON, BC, V0K 1Z0"
7307,NUUAUTIN 2B,"KAMLOOPS DISTRICT SECS. 13 & 24, TP.15,R.27,W.6M, NORTH OF AND ADJOINING I.R. NO. 2, 3 MILES NORTH OF LYTTON",63.1,705,Lytton,"PO BOX 20, LYTTON, BC, V0K 1Z0"
7348,PAPYUM 27,"KAMLOOPS DISTRICT, SEC 1 TWP 15 RGE 27 W6M ON RIGHT BANK OF FRASER RIVER, WEST OF LYTTON",52.2,705,Lytton,"PO BOX 20, LYTTON, BC, V0K 1Z0"
7349,PAPYUM 27A,"KAMLOOPS DIST SEC 34 & 35 TWP 14 RGE 27, SEC 1 TWP 15 RGE 27 W6M, WEST OF FRASER RIVER AND TOWN OF LYTTON",84.9,705,Lytton,"PO BOX 20, LYTTON, BC, V0K 1Z0"
7351,PAPYUM GRAVEYARD 27C,KAMLOOPS DISTRICT SEC 1 TWP 15 RGE 27 W6M WITHIN LOT 359 C.G. 1 MILE NW OF LYTTON,4.1,705,Lytton,"PO BOX 20, LYTTON, BC, V0K 1Z0"
7317,SEAH 5,"KAMLOOPS DIST. IN SECS. 1,2,11 & 12, TWP 18 RGE 28 W6M ON RIGHT BANK OF FRASER RIVER, OPPOSITE MOUTH OF MCGILLVRAY CRK",133.1,705,Lytton,"PO BOX 20, LYTTON, BC, V0K 1Z0"
7346,SKWAYAYNOPE 26,"KAMLOOPS DISTRICT SECS. 23&26, TP14,R27,W.6M, ON RIGHT BANK OF THE FRASER RIVER, 2 MILES SOUTH OF LYTTON",80.2,705,Lytton,"PO BOX 20, LYTTON, BC, V0K 1Z0"
7308,SPINTLUM FLAT 3,"KAMLOOPS DISTRICT, ON LEFT BANK OF THE FRASER RIVER, 8 MILES ABOVE LYTTON",137.0,705,Lytton,"PO BOX 20, LYTTON, BC, V0K 1Z0"
7324,STRYEN 9,"KAMLOOPS DISTRICT, AT MOUTH OF THE STEIN RIVER, RIGHT BANK OF THE FRASER RIVER",254.8,705,Lytton,"PO BOX 20, LYTTON, BC, V0K 1Z0"
7329,TSAUKAN 12,"KAMLOOPS DISTRICT, IN SECS. 29&30, TP.16,R.27,W.6M. ON RIGHT BANK OF THE FRASER RIVER, 12 MILES NORTH OF LYTTON",57.0,705,Lytton,"PO BOX 20, LYTTON, BC, V0K 1Z0"
7344,TUCKOZAP 24,"KAMLOOPS DISTRICT, ON RIGHT BANK OF THE THOMPSON RIVER, AT JUNCTION WITH THE FRASER RIVER",78.1,705,Lytton,"PO BOX 20, LYTTON, BC, V0K 1Z0"
7335,TWO MILE CREEK 16,"KAMLOOPS DIST., PART OF SEC. 7,TP15,R26,W.6M, ON LEFT BANK OF THE THOMPSON RIVER, 2 MILES NORTHEAST OF LYTTON",4.0,705,Lytton,"PO BOX 20, LYTTON, BC, V0K 1Z0"
8351,TWO MILE CREEK 16A,"KAMLOOPS DISTRICT, ON LEFT BANK OF THE FRASER RIVER, SOUTH AND EAST OF I.R. NO. 16",11.2,705,Lytton,"PO BOX 20, LYTTON, BC, V0K 1Z0"
7328,YAWAUCHT 11,"KAMLOOPS DISTRICT, ON RIGHT BANK OF THE FRASER RIVER, NORTH OF NEKERTCH CREEK",117.1,705,Lytton,"PO BOX 20, LYTTON, BC, V0K 1Z0"
8211,ALIXTON 5,"LILLOOET DISTRICT, AT WEST END OF ALIXTON LAKE, 5 MILES EAST OF ALKALI LAKE P.O.",91.9,711,Esk'etemc,"PO BOX 157, ALKALI LAKE, BC, V0L 1B0"
8206,ALKALI LAKE 1,"LILLOOET DISTRICT, AT ALKALI LAKE P.O.",241.4,711,Esk'etemc,"PO BOX 157, ALKALI LAKE, BC, V0L 1B0"
8210,ALKALI LAKE 4A,"LILLOOET DST. PT OF SEC 6, TP 76, PT OF SEC 1, TP 78, 5 MLS NE. OF ALKALI LAKE P.O., W. OF SN",130.5,711,Esk'etemc,"PO BOX 157, ALKALI LAKE, BC, V0L 1B0"
8215,CLUDOLICUM 9,"LILLOOET DIST. IN SECS. 14 TO 16 & 21 TO 23, TP.76, 9 MLS NORTHEAST OF ALKALI LAKE POST OFFICE",566.6,711,Esk'etemc,"PO BOX 157, ALKALI LAKE, BC, V0L 1B0"
8217,CLUDOLICUM 9A,"LILLOOET DIST. S. 1/2 OF FRAC. SEC. 23, TP.76, 10 MILES NORTHEAST OF ALKALI LAKE P.O. EAST OF AND ADJ. I.R. NO. 9",101.1,711,Esk'etemc,"PO BOX 157, ALKALI LAKE, BC, V0L 1B0"
8220,ISADORE HARRY 12,"LILLOOET DISTRICT IN TP.45, ON MIDDLE FORK OF ALKALI CREEK 8 MILES EAST OF ALKALI LAKE POST OFFICE",121.4,711,Esk'etemc,"PO BOX 157, ALKALI LAKE, BC, V0L 1B0"
8207,JOHNY STICKS 2,"LILLOOET DISTRICT, IN TP.78, ON KIRKPATRICK CREEK 5 MILES NORTHEAST OF ALKALI LAKE P.O.",323.8,711,Esk'etemc,"PO BOX 157, ALKALI LAKE, BC, V0L 1B0"
8224,LITTLE SPRINGS 18,"LILLOOET DIST. FRAC SEC 17&18, & FRAC E 1/2 OF SEC 18,TP76, 8 MLS NE OF ALKALI P.O. N. OF AND ADJOINING I.R. NO 8",284.5,711,Esk'etemc,"PO BOX 157, ALKALI LAKE, BC, V0L 1B0"
8214,LITTLE SPRINGS 8,"LILLOOET DIST. SECS. 7,8,17&18, TP.76, ON KIRKPATRICK CREEK 7 MILES NORTHEAST OF ALKALI LAKE POST OFFICE",194.2,711,Esk'etemc,"PO BOX 157, ALKALI LAKE, BC, V0L 1B0"
8216,LOON LAKE 10,"LILLOOET DIST. IN SECS. 18&19, TP.74, & SECS. 13&24, TP76, 6 MILES SOUTH OF EAST END OF FELKER LAKE",121.4,711,Esk'etemc,"PO BOX 157, ALKALI LAKE, BC, V0L 1B0"
8223,OLD CLEMENS 16,"LILLOOET DISTRICT, LOT 5400 ON RIGHT BANK OF THE FRASER RIVER, OPPOSITE MOUTH OF ALKALI CREEK",16.0,711,Esk'etemc,"PO BOX 157, ALKALI LAKE, BC, V0L 1B0"
8221,PETE SUCKERS 13,"LILLOOET DISTRICT, IN TP. 45, 7 MILES EAST OF ALKALI LAKE POST OFFICE",566.0,711,Esk'etemc,"PO BOX 157, ALKALI LAKE, BC, V0L 1B0"
8222,ROPER'S MEADOW 14,"LILLOOET DISTRICT, INSIDE LOT 2551, ON A SMALL CREEK 4 MILES EASTERLY FROM ALKALI LAKE POST OFFICE",32.4,711,Esk'etemc,"PO BOX 157, ALKALI LAKE, BC, V0L 1B0"
8218,SAMPSON'S MEADOW 11,"LILLOOET DISTRICT, IN SECS. 26&27, TP.45, ON MIDDLE FORK OF ALKALI CREE, 9 MILES EAST OF ALKALI CREEK P.O.",324.0,711,Esk'etemc,"PO BOX 157, ALKALI LAKE, BC, V0L 1B0"
8219,SAMPSON'S MEADOW 11A,"LILLOOET DISTRICT, LOT 5398, IN SECTIONS 25&26, TP.45, EAST OF AND ADJOINING I.R. NO. 11",53.0,711,Esk'etemc,"PO BOX 157, ALKALI LAKE, BC, V0L 1B0"
8209,SANDY HARRY 4,"LILLOOET DISTRICT, IN TP. 76, ON MIDDLE FORM OF ALKALI CREEK 6 MILES NORTHEAST OF ALKALI LAKE P.O.",218.5,711,Esk'etemc,"PO BOX 157, ALKALI LAKE, BC, V0L 1B0"
8208,SWAN LAKE 3,"LILLOOET DISTRICT, IN TPS.76&78, ON KIRKPATRICK CREEK, 8 MILES NORTHEAST OF ALKALI LAKE P.O.",72.8,711,Esk'etemc,"PO BOX 157, ALKALI LAKE, BC, V0L 1B0"
8213,WINDY MOUTH 7,"LILLOOET DISTRICT, ON NORTH SHORE OF LAC LA HACHE, INSIDE LOT 348 C.G.",2.8,711,Esk'etemc,"PO BOX 157, ALKALI LAKE, BC, V0L 1B0"
8212,WYCOTT'S FLAT 6,"ILLOOET DISTRICT, ON LEFT BANK OF THE FRASER RIVER, NORTH OF MOUTH OF DOG CREEK",497.8,711,Esk'etemc,"PO BOX 157, ALKALI LAKE, BC, V0L 1B0"
8244,CANIM LAKE 1,6 KM W/O OF/DE CANIM LAKE,1780.8,713,Canim Lake,"PO BOX 1030, 100 MILE HOUSE, BC, V0K 2E0"
8245,CANIM LAKE 2,"LILLOOET DISTRICT, ON BRIDGE CREEK, IN LOT 2953, 3 MILES NORTHWEST OF BUFFALO LAKE",62.3,713,Canim Lake,"PO BOX 1030, 100 MILE HOUSE, BC, V0K 2E0"
8246,CANIM LAKE 3,LILLOOET DIST. THE S.E. 1/4 OF THE N.E. 1/4 OF LT 4208 1 MLE WEST OF UPPER LK. 5 MLS W. OF FOREST GROVE W. OF CANIM LK.,16.2,713,Canim Lake,"PO BOX 1030, 100 MILE HOUSE, BC, V0K 2E0"
8247,CANIM LAKE 4,"LILLOOET DIST. LOT 5399, ON SOUTH SHORE AT EAST END OF LAC LA HACHE",16.2,713,Canim Lake,"PO BOX 1030, 100 MILE HOUSE, BC, V0K 2E0"
8248,CANIM LAKE 5,"LILLOOET DIST., LOT 4995, ON SHORE AT NORTHEAST END OF CANIM LAKE",59.9,713,Canim Lake,"PO BOX 1030, 100 MILE HOUSE, BC, V0K 2E0"
8249,CANIM LAKE 6,"LILLOOET DISTRICT, LOT 7563, BETWEEN CHRISTOPHER LAKE AND NORTHEAST END OF CANIM LAKE NW OF I.R. NO. 5",129.5,713,Canim Lake,"PO BOX 1030, 100 MILE HOUSE, BC, V0K 2E0"
8262,CHILCO LAKE 1,"COAST DISTRICT, RANGE 2, ON EAST SHORE OF CHILKO LAKE AT MOUTH OF THE NEMAIA RIVER",80.9,714,Xeni Gwet'in First Nations Government,"GENERAL DELIVERY, NEMIAH VALLEY, BC, V0L 1X0"
8263,CHILCO LAKE 1A,"COAST DISTRICT, RANGE 2, LOT 1416, ON THE NEMAIA RIVER, NORTH OF AND ADJOINING I.R. NO. 1",554.4,714,Xeni Gwet'in First Nations Government,"GENERAL DELIVERY, NEMIAH VALLEY, BC, V0L 1X0"
8264,GARDEN 2,"COAST DISTRICT, RANGE 2, ON THE NEMAIA RIVER, 5 MILES EAST OF CHILKO LAKE",32.4,714,Xeni Gwet'in First Nations Government,"GENERAL DELIVERY, NEMIAH VALLEY, BC, V0L 1X0"
8265,GARDEN 2A,"COAST DIST. RGE 2, LOTS 817 & 1415, ON THE NEMAIA RIVER, 4 MILES EAST OF CHILKO LAKE E. OF THE ADJ. CHILCO LAKE I.R. 1A",113.3,714,Xeni Gwet'in First Nations Government,"GENERAL DELIVERY, NEMIAH VALLEY, BC, V0L 1X0"
8269,LEZBYE 6,"COAST DISTRICT, WHOLE OF BLOCK A DIST, LOT 305, RGE 2",89.0,714,Xeni Gwet'in First Nations Government,"GENERAL DELIVERY, NEMIAH VALLEY, BC, V0L 1X0"
8266,LOHBIEE 3,LILLOOET DISTRICT LOT 5394 AT WEST END OF KONNI LAKE,212.5,714,Xeni Gwet'in First Nations Government,"GENERAL DELIVERY, NEMIAH VALLEY, BC, V0L 1X0"
8267,TANAKUT 4,"LILLOOET DISTRICT, AT EAST END OF KONNI LAKE",174.8,714,Xeni Gwet'in First Nations Government,"GENERAL DELIVERY, NEMIAH VALLEY, BC, V0L 1X0"
8268,TSUNNIA LAKE 5,"COAST DISTRICT, RGE 2, LOT 1417, AT SOUTHWEST END OF TSUNIAH LAKE, 2 MILES EAST OF CHILKO LAKE",3.2,714,Xeni Gwet'in First Nations Government,"GENERAL DELIVERY, NEMIAH VALLEY, BC, V0L 1X0"
8276,DEEP CREEK 2,"CARIBOO DISTRICT ON HAWKS CREEK, 7 MILES SOUTHEAST OF MOUTH OF THE FRASER RIVER",1661.6,716,Soda Creek,"3405 MOUNTAIN HOUSE ROAD, WILLIAMS LAKE, BC, V2G 5L5"
8275,SODA CREEK 1,"CARIBOO DISTRICT, ON LEFT BANK OF THE FRASER RIVER, 1 MILE SOUTH OF SODA CREEK P.G.E. STATION",431.1,716,Soda Creek,"3405 MOUNTAIN HOUSE ROAD, WILLIAMS LAKE, BC, V2G 5L5"
8287,ASAHAL LAKE 2,"CARIBOO DISTRICT AT HEAD OF AZAHAL CREEK, 3 MILES NORTH OF EAST END OF WILLIAMS LAKE",48.9,719,Williams Lake,"2672 INDIAN DRIVE, WILLIAMS LAKE, BC, V2G 5K9"
8293,CARPENTER MOUNTAIN 15,"CARIBOO DISTRICT, ON THE OLD CARIBOO ROAD, NEAR 156 MILE POST WEST OF CARIBOO BILL LAKE",68.7,719,Williams Lake,"2672 INDIAN DRIVE, WILLIAMS LAKE, BC, V2G 5K9"
8291,CHIMNEY CREEK 5,"CARIBOO DISTRICT, ON LEFT BANK OF THE FRASER RIVER AT MOUTH OF CHIMNEY CREEK",23.4,719,Williams Lake,"2672 INDIAN DRIVE, WILLIAMS LAKE, BC, V2G 5K9"
8288,FIVE MILE 3,"CARIBOO DISTRICT, ON FILE MILE CREEK 3 1/2 MILES NORTH OF ITS MOUTH ON THE SAN JOSE RVR, 4 MLS N. OF 150 MILE HOUSE",73.0,719,Williams Lake,"2672 INDIAN DRIVE, WILLIAMS LAKE, BC, V2G 5K9"
79477,FIVE MILE INDIAN RESERVE NO. 3,,0.3,719,Williams Lake,"2672 INDIAN DRIVE, WILLIAMS LAKE, BC, V2G 5K9"
8289,JAMES LOUIE 3A,"CARIBOO DIST. LOT 9032, ON 5 MILE CREEK, 4 MILES NORTH OF 150 MILE HOUSE EAST OF AND ADJOIN. 5 MILE I.R. NO. 3",125.9,719,Williams Lake,"2672 INDIAN DRIVE, WILLIAMS LAKE, BC, V2G 5K9"
8292,SAN JOSE 6,"CARIBOO DISTRICT, ON WEST END OF WILLIAMS LAKE, NORTH OF OUTLET",2.6,719,Williams Lake,"2672 INDIAN DRIVE, WILLIAMS LAKE, BC, V2G 5K9"
8290,TILLION 4,"CARIBOO DISTRICT, ON LEFT BANK OF THE FRASER RIVER, AT MOUTH OF WILLIAMS LAKE RIVER",3.7,719,Williams Lake,"2672 INDIAN DRIVE, WILLIAMS LAKE, BC, V2G 5K9"
8286,WILLIAMS LAKE 1,"CARIBOO DISTRICT, AT THE EAST END OF WILLIAMS LAKE, ON RIGHT BANK OF THE SAN JOSE RIVER",1636.9,719,Williams Lake,"2672 INDIAN DRIVE, WILLIAMS LAKE, BC, V2G 5K9"
8303,BAEZAEKO RIVER 25,"CARIBOO DISTRICT, LOT 10138, ON THE BAEZAEKO RIVER, 3 MILES NORTHWEST OF FISHPOT LAKE",64.7,720,Nazko First Nation,"PO BOX 4129, QUESNEL, BC, V2J 3J2"
8304,BAEZAEKO RIVER 26,"CARIBOO DISTRICT, LOT 1039, ON THE BAEKO RIVER, 3 MILES NORTHWEST OF FISHPOT LAKE",64.7,720,Nazko First Nation,"PO BOX 4129, QUESNEL, BC, V2J 3J2"
8305,BAEZAEKO RIVER 27,"CARIBOO DISTRICT, LOT 10140, ONTE BAEZAEKO RIVER ADJOINING I.R.'S 25 & 26",16.2,720,Nazko First Nation,"PO BOX 4129, QUESNEL, BC, V2J 3J2"
40,BLACKWATER NO. 1,,14.4,720,Nazko First Nation,"PO BOX 4129, QUESNEL, BC, V2J 3J2"
8306,COGLISTIKO RIVER 29,"CARIBOO DISTRICT, LOT 6701, G.1, ON SMALL UNNAMED LAKE 5 MILES NORTHWEST OF FISHPOT LAKE",64.8,720,Nazko First Nation,"PO BOX 4129, QUESNEL, BC, V2J 3J2"
8295,DEEP CREEK 5,"CARIBOO DIST. BLOCK A OF LOT 1480, 1/2 MILE N. OF THE WEST ROAD RIVER, 1 MILE WEST OF MOUTH OF PANTAGE CREEK",1.0,720,Nazko First Nation,"PO BOX 4129, QUESNEL, BC, V2J 3J2"
8310,EUCHINICO CREEK 17,"CARIBOO DISTRICT, LOT 2117, AND 3.1/2 OF LOT 2114, ON THE WEST RIVER, 2 MILES SSOUTH OF MOUTH OF EUCHINIKO CREEK",358.6,720,Nazko First Nation,"PO BOX 4129, QUESNEL, BC, V2J 3J2"
8311,EUCHINICO CREEK 18,"CARIBOO DIST. 3. 1/2 OF LOT 2119, W. ROAD RIVER, 3 MILES S. OF MOUTH OF EUCHINIKO CREEK",129.5,720,Nazko First Nation,"PO BOX 4129, QUESNEL, BC, V2J 3J2"
8312,EUCHINICO CREEK 19,"CARIBOO DIST. N.1/2 OF LOT 1398, ON SMALL CREEK, 2 MILES SOUTHWEST OF NUNTZUN (CULTUS) LAKE",129.5,720,Nazko First Nation,"PO BOX 4129, QUESNEL, BC, V2J 3J2"
8301,FISHPOT LAKE 24,"CARIBOO DISTRICT, LOT 10135, ON NORTH SHORE OF FISHPOT LAKE 8 MILES WEST OF STUMP LAKE",2.0,720,Nazko First Nation,"PO BOX 4129, QUESNEL, BC, V2J 3J2"
8302,LOWER FISHPOT LAKE 24A,"CARIBOO DISTRICT LOT 10137, ON A SMALL UNNAMED LAKE 9 MILES WEST OF STUMP LAKE",52.4,720,Nazko First Nation,"PO BOX 4129, QUESNEL, BC, V2J 3J2"
8299,MICHELLE CREEK 22,CARIBOO DISTRICT LOT 10141 AT THE HEADWATERS OF MICHELLE CREEK,48.6,720,Nazko First Nation,"PO BOX 4129, QUESNEL, BC, V2J 3J2"
8300,MICHELLE CREEK 23,CARIBOO DISTRICT LOT 10141 AT THE EADWATERS OF MICHELLE CREEK EAST OF AND ADJOINING I.R. NO. 22,64.7,720,Nazko First Nation,"PO BOX 4129, QUESNEL, BC, V2J 3J2"
8294,NAHLQUONATE 2,CARIBOO DISTRICT ON LEFT BANK OF THE WEST ROAD RIVER 12 MILES W OF MOUTH ON FRASER RIVER (PT OF LOT 1467),87.8,720,Nazko First Nation,"PO BOX 4129, QUESNEL, BC, V2J 3J2"
8296,NAZCO 20,CARIBOO DISTRICT ON THE NZAKO RIVER AT STUMP LAKE,463.8,720,Nazko First Nation,"PO BOX 4129, QUESNEL, BC, V2J 3J2"
8298,NAZCO 21,"CARIBOO DISTRICT LOT 10136, ON MICHELLE CREEK 2 MILES WEST OF STUMP LAKE",48.5,720,Nazko First Nation,"PO BOX 4129, QUESNEL, BC, V2J 3J2"
8297,NAZCO CEMETERY 20A,"CARIBOO DISTRICT LOT 10159 ON NAZKO RIVER, NORTH OF STUMP LAKE, NORTH OF AND ADJOINING I.R. NO. 20",0.1,720,Nazko First Nation,"PO BOX 4129, QUESNEL, BC, V2J 3J2"
8307,REDWATER CREEK 30,"CARIBOO DISTRICT, LOT 6715, G.1, ON TWO SMALL LAKES, 1 MILE SOUTHWEST OF REDWATER LAKE",64.7,720,Nazko First Nation,"PO BOX 4129, QUESNEL, BC, V2J 3J2"
8309,TROUT LAKE ALEC 16,"CARIBOO DIST. N 1/2 OF LOT 2120, ON WEST ROAD RIVER, 5 MILES NORTH OF MOUTH OF THE NAZKO RIVER",125.0,720,Nazko First Nation,"PO BOX 4129, QUESNEL, BC, V2J 3J2"
8308,TROUT LAKE JONNY 15,"CARIBOO DISTRICT, LOT 10134, 2 MILES SOUTH OF NUNTZUN (CULTUS) LAKE",64.8,720,Nazko First Nation,"PO BOX 4129, QUESNEL, BC, V2J 3J2"
9972,ULKAH 3,CARIBOO DISTRICT AS SHOWN ON RSBC PLAN 1T1745 (CLSR PLAN 80190) SAVING AND EXCEPTING THEREOUT AND THEREFROM THE ROAD AS S,59.6,720,Nazko First Nation,"PO BOX 4129, QUESNEL, BC, V2J 3J2"
9979,UMLIISLE 4,CARIBOO DISTRICT RSBC 15T1742 (CLSR 80191) EXCEPT ROAD,47.7,720,Nazko First Nation,"PO BOX 4129, QUESNEL, BC, V2J 3J2"
8322,BISHOP BLUFFS 10,"COAST DIST. RGE 4, LOT 2717, 6 MILES EAST OF KLUSKUS LAKE",48.6,721,Lhoosk'uz Dene Nation,"PO BOX 4339, QUESNEL, BC, V2J 3J8"
8317,BISHOP BLUFFS 5,"COAST DIST. RGE. 4, LOT 2718, 7 MILES SOUTHEAST OF KLUSKUS LAKE",64.8,721,Lhoosk'uz Dene Nation,"PO BOX 4339, QUESNEL, BC, V2J 3J8"
8318,BISHOP BLUFFS 6,"COAST DIST. RGE 4, LOT 2716, 7 MILES EAST OF KLUSKUS LAKE",194.2,721,Lhoosk'uz Dene Nation,"PO BOX 4339, QUESNEL, BC, V2J 3J8"
8327,CHIEF MORRIS 13,"COAST DISTRICT, RANGE 4, LOT 2719, 5 MILES EAST OF KLUSKUS LAKE",129.5,721,Lhoosk'uz Dene Nation,"PO BOX 4339, QUESNEL, BC, V2J 3J8"
8323,CLUCHUTA LAKE 10A,"COAST DIST. RGE 3, S.W. 1/4 OF LOT 1212, ON RIGHT BANK OF WEST ROAD RIVER, 3 MILES NORTH OF CLUCHUTA LAKE",64.8,721,Lhoosk'uz Dene Nation,"PO BOX 4339, QUESNEL, BC, V2J 3J8"
8324,CLUCHUTA LAKE 10B,"COAST DIST. RGE. 3, LOT 1421, ON RIGHT BANK OF THE WEST ROAD RIVER, WEST OF AND ADJOINING I.R. NO. 10A",4.5,721,Lhoosk'uz Dene Nation,"PO BOX 4339, QUESNEL, BC, V2J 3J8"
8314,KLOYADINGLI 2,"COAST DISTRICT RANGE 4, AT EAST END OF THE EASTERN KLUSKUS LAKE",221.7,721,Lhoosk'uz Dene Nation,"PO BOX 4339, QUESNEL, BC, V2J 3J8"
8313,KLUSKUS 1,"COAST DISTRICT RANGE 4, AT WEST END ON NORTH SHORE OF THE MIDDLE KLUSKUS LAKE",425.3,721,Lhoosk'uz Dene Nation,"PO BOX 4339, QUESNEL, BC, V2J 3J8"
8328,KLUSKUS 14,"COAST DISTRICT RANGE 4, LOT 2715 5 MILES EAST OF THE 6 EASTERLY KLUSKUS LAKE",48.6,721,Lhoosk'uz Dene Nation,"PO BOX 4339, QUESNEL, BC, V2J 3J8"
